Date,D_ANDO,D_IMHA,D_SUDK,D_YENJ,D_GNWE,D_GMBH,D_YEOC,D_HAPC,D_NAMG,D_MIRY
2008-07-11,44.95,7.95,NA,NA,NA,NA,NA,19.09,81.89,2.5
2008-07-12,34.82,4.37,NA,NA,NA,NA,NA,18.92,50.2,2.59
2008-07-13,33.76,4.31,NA,NA,NA,NA,NA,19,49.96,2.53
2008-07-14,44.72,4.39,NA,NA,NA,NA,NA,19.24,55.93,2.24
2008-07-15,45.22,8.54,NA,NA,NA,NA,NA,18.79,84.31,2.53
2008-07-16,44.86,4.38,NA,NA,NA,NA,NA,18.9,84.59,2.56
2008-07-17,44.91,4.38,NA,NA,NA,NA,NA,19.03,85.68,2.52
2008-07-18,44.88,8.76,NA,NA,NA,NA,NA,20.01,91.77,2.5
2008-07-19,34.88,4.39,NA,NA,NA,NA,NA,18.95,194.92,2.52
2008-07-20,34.98,4.29,NA,NA,NA,NA,NA,19.03,133.14,2.46
2008-07-21,43.9,4.38,NA,NA,NA,NA,NA,18.94,92.92,2.44
2008-07-22,44.83,8.86,NA,NA,NA,NA,NA,18.93,90.32,2.48
2008-07-23,44.61,4.38,NA,NA,NA,NA,NA,14.94,49.07,2.57
2008-07-24,35.85,8.29,NA,NA,NA,NA,NA,15.04,49.09,2.51
2008-07-25,38.43,4.39,NA,NA,NA,NA,NA,14.7,49.15,2.51
2008-07-26,38.54,4.45,NA,NA,NA,NA,NA,15.01,49.03,2.46
2008-07-27,31.42,4.43,NA,NA,NA,NA,NA,14.89,49.18,2.34
2008-07-28,38.43,8.9,NA,NA,NA,NA,NA,18.96,50.66,2.5
2008-07-29,38.24,4.49,NA,NA,NA,NA,NA,18.97,49.62,2.56
2008-07-30,38.31,4.48,NA,NA,NA,NA,NA,18.93,32.15,2.55
2008-07-31,38.31,4.49,NA,NA,NA,NA,NA,19.1,29.62,2.56
2008-08-01,57.79,8.44,NA,NA,NA,NA,NA,17.78,30.88,2.56
2008-08-02,50.84,4.47,NA,NA,NA,NA,NA,18.36,30.89,2.52
2008-08-03,50.81,4.43,NA,NA,NA,NA,NA,18.26,30.77,2.54
2008-08-04,57.87,4.45,NA,NA,NA,NA,NA,18.4,30.97,2.58
2008-08-05,57.87,8.81,NA,NA,NA,NA,NA,18.26,25.03,2.58
2008-08-06,57.78,4.41,NA,NA,NA,NA,NA,18.22,24.95,2.57
2008-08-07,57.75,4.5,NA,NA,NA,NA,NA,18.32,24.95,2.56
2008-08-08,57.83,8.36,NA,NA,NA,NA,NA,18.4,17.96,2.55
2008-08-09,50.86,4.43,NA,NA,NA,NA,NA,18.28,17.96,2.32
2008-08-10,50.41,4.4,NA,NA,NA,NA,NA,18.21,17.99,2.35
2008-08-11,57.72,4.44,NA,NA,NA,NA,NA,18.29,18.04,2.41
2008-08-12,57.82,8.66,NA,NA,NA,NA,NA,18.28,17.95,2.47
2008-08-13,57.79,4.43,NA,NA,NA,NA,NA,18.19,18,2.43
2008-08-14,57.95,4.48,NA,NA,NA,NA,NA,18.47,18.02,2.43
2008-08-15,57.92,8.42,NA,NA,NA,NA,NA,18.19,17.95,2.44
2008-08-16,51.1,4.44,NA,NA,NA,NA,NA,18.25,17.95,2.41
2008-08-17,50.9,4.42,NA,NA,NA,NA,NA,18.33,17.98,2.39
2008-08-18,57.79,8.74,NA,NA,NA,NA,NA,18.36,17.96,2.4
2008-08-19,57.54,4.36,NA,NA,NA,NA,NA,18.37,18.17,2.44
2008-08-20,58.04,7.87,NA,NA,NA,NA,NA,18.34,17.99,2.92
2008-08-21,57.98,8.41,NA,NA,NA,NA,NA,12.03,17.98,3.64
2008-08-22,57.72,4.25,NA,NA,NA,NA,NA,11.94,17.99,3.69
2008-08-23,50.67,4.43,NA,NA,NA,NA,NA,12.06,17.98,3.82
2008-08-24,50.94,4.39,NA,NA,NA,NA,NA,12.09,18.02,3.85
2008-08-25,57.77,8.37,NA,NA,NA,NA,NA,11.99,17.95,3.91
2008-08-26,57.79,8.83,NA,NA,NA,NA,NA,11.97,18,3.94
2008-08-27,57.84,4.39,NA,NA,NA,NA,NA,11.91,17.98,3.91
2008-08-28,57.93,4.43,NA,NA,NA,NA,NA,12.05,17.97,3.52
2008-08-29,57.84,8.42,NA,NA,NA,NA,NA,12.01,17.95,3.01
2008-08-30,57.66,4.43,NA,NA,NA,NA,NA,12.06,17.97,1.57
2008-08-31,50.75,4.4,NA,NA,NA,NA,NA,12.02,17.97,1.56
2008-09-01,43.66,4.44,NA,NA,NA,NA,NA,9.98,12.13,1.55
2008-09-02,43.49,8.85,NA,NA,NA,NA,NA,9.98,12.08,1.57
2008-09-03,43.34,4.43,NA,NA,NA,NA,NA,9.98,12.08,1.6
2008-09-04,43.24,4.43,NA,NA,NA,NA,NA,9.93,12.05,1.61
2008-09-05,43.69,8.5,NA,NA,NA,NA,NA,9.97,12.06,1.58
2008-09-06,36.43,4.48,NA,NA,NA,NA,NA,10.03,12.09,1.61
2008-09-07,36.48,4.45,NA,NA,NA,NA,NA,10.04,12.12,1.62
2008-09-08,43.33,14.43,NA,NA,NA,NA,NA,10.08,12.08,1.62
2008-09-09,32.83,6.43,NA,NA,NA,NA,NA,10.02,12.08,1.61
2008-09-10,43.47,4.46,NA,NA,NA,NA,NA,10.03,12.1,1.61
2008-09-11,43.36,4.47,NA,NA,NA,NA,NA,9.98,12.18,1.63
2008-09-12,43.45,8.5,NA,NA,NA,NA,NA,10.01,12.08,1.65
2008-09-13,36.42,4.47,NA,NA,NA,NA,NA,10,12.12,1.65
2008-09-14,36.4,4.41,NA,NA,NA,NA,NA,10.01,12.2,1.6
2008-09-15,36.45,4.5,NA,NA,NA,NA,NA,10.02,12.09,1.58
2008-09-16,45.07,8.79,NA,NA,NA,NA,NA,10.05,12.08,1.63
2008-09-17,45.35,4.47,NA,NA,NA,NA,NA,10.29,12.07,1.62
2008-09-18,32.43,4.47,NA,NA,NA,NA,NA,8.07,9.99,1.62
2008-09-19,35.87,8.45,NA,NA,NA,NA,NA,8.01,9.96,1.62
2008-09-20,26.03,4.46,NA,NA,NA,NA,NA,7.99,10.02,1.63
2008-09-21,25.77,4.41,NA,NA,NA,NA,NA,7.9,9.96,1.6
2008-09-22,33.18,4.5,NA,NA,NA,NA,NA,8,10.03,1.62
2008-09-23,32.86,8.92,NA,NA,NA,NA,NA,8.03,7.97,1.44
2008-09-24,32.83,4.47,NA,NA,NA,NA,NA,8.05,8.05,1.31
2008-09-25,34.12,4.48,NA,NA,NA,NA,NA,8.17,8,1.32
2008-09-26,33.97,8.44,NA,NA,NA,NA,NA,8.07,7.96,1.31
2008-09-27,26.07,4.46,NA,NA,NA,NA,NA,8.06,7.98,1.3
2008-09-28,27.8,4.41,NA,NA,NA,NA,NA,8.01,7.97,1.3
2008-09-29,33.99,4.52,NA,NA,NA,NA,NA,8.24,7.96,1.3
2008-09-30,33.81,8.84,NA,NA,NA,NA,NA,7.95,8,1.3
2008-10-01,27.22,4.48,NA,NA,NA,NA,NA,7.07,10,1.3
2008-10-02,27.06,8.36,NA,NA,NA,NA,NA,7.19,9.96,1.31
2008-10-03,20.19,4.47,NA,NA,NA,NA,NA,7.15,9.95,1.31
2008-10-04,20.18,4.52,NA,NA,NA,NA,NA,7.08,9.96,1.29
2008-10-05,20.23,4.41,NA,NA,NA,NA,NA,7.4,9.99,1.29
2008-10-06,27.16,8.46,NA,NA,NA,NA,NA,7.83,9.97,1.31
2008-10-07,27.14,4.53,NA,NA,NA,NA,NA,7.9,9.96,1.31
2008-10-08,27.17,4.66,NA,NA,NA,NA,NA,7.88,10.01,1.33
2008-10-09,26.94,8.95,NA,NA,NA,NA,NA,7.77,10.01,1.31
2008-10-10,26.98,4.54,NA,NA,NA,NA,NA,7.79,9.96,1.31
2008-10-11,20.29,4.53,NA,NA,NA,NA,NA,5.21,10.03,1.31
2008-10-12,20.19,4.45,NA,NA,NA,NA,NA,5.07,9.98,1.31
2008-10-13,27.21,8.47,NA,NA,NA,NA,NA,7.91,10,1.31
2008-10-14,28.41,4.53,NA,NA,NA,NA,NA,7.91,7.99,1.33
2008-10-15,27.08,4.5,NA,NA,NA,NA,NA,7.97,7.98,1.31
2008-10-16,27.1,8.45,NA,NA,NA,NA,NA,7.97,7.97,1.31
2008-10-17,27.19,4.49,NA,NA,NA,NA,NA,7.83,8.01,1.31
2008-10-18,20.15,4.51,NA,NA,NA,NA,NA,5.05,8.02,1.3
2008-10-19,20.03,4.44,NA,NA,NA,NA,NA,5.11,7.97,1.3
2008-10-20,27.15,8.49,NA,NA,NA,NA,NA,7.75,7.97,1.31
2008-10-21,26.99,4.51,NA,NA,NA,NA,NA,7.71,8.06,1.33
2008-10-22,27.05,4.42,NA,NA,NA,NA,NA,7.79,7.98,1.48
2008-10-23,27.21,8.79,NA,NA,NA,NA,NA,7.81,7.16,1.5
2008-10-24,24.99,4.28,NA,NA,NA,NA,NA,5.01,7.1,1.32
2008-10-25,18.2,4.43,NA,NA,NA,NA,NA,5.05,7.08,1.32
2008-10-26,18.15,4.43,NA,NA,NA,NA,NA,4.99,7.12,1.28
2008-10-27,25.24,4.43,NA,NA,NA,NA,NA,4.98,7.09,1.28
2008-10-28,25.25,7.52,NA,NA,NA,NA,NA,4.85,6.01,1.27
2008-10-29,25.13,4.48,NA,NA,NA,NA,NA,5.02,6,1.32
2008-10-30,25.25,4.43,NA,NA,NA,NA,NA,5.12,5.98,1.37
2008-10-31,25.03,7.62,NA,NA,NA,NA,NA,4.95,6,1.35
2008-11-01,16.27,4.43,NA,NA,NA,NA,NA,5.01,6.01,1.33
2008-11-02,15.97,4.43,NA,NA,NA,NA,NA,5.04,6.31,1.31
2008-11-03,23.02,4.43,NA,NA,NA,NA,NA,7.83,5.99,1.31
2008-11-04,22.88,9.01,NA,NA,NA,NA,NA,7.86,5.99,1.31
2008-11-05,22.9,4.43,NA,NA,NA,NA,NA,7.89,6,1.35
2008-11-06,23.34,4.43,NA,NA,NA,NA,NA,7.78,6.06,1.37
2008-11-07,22.9,9.06,NA,NA,NA,NA,NA,7.8,5.97,1.32
2008-11-08,16.2,4.43,NA,NA,NA,NA,NA,5.03,6.01,1.32
2008-11-09,16.36,4.43,NA,NA,NA,NA,NA,4.92,6,1.29
2008-11-10,23.12,4.6,NA,NA,NA,NA,NA,7.82,5.99,1.3
2008-11-11,23.7,8.94,NA,NA,NA,NA,NA,7.9,5.97,1.31
2008-11-12,22.85,4.43,NA,NA,NA,NA,NA,7.95,5.95,1.33
2008-11-13,23.22,4.43,NA,NA,NA,NA,NA,7.82,5.96,1.31
2008-11-14,23.5,9,NA,NA,NA,NA,NA,7.81,6,1.31
2008-11-15,16.15,4.48,NA,NA,NA,NA,NA,4.98,5.96,1.23
2008-11-16,16.06,4.42,NA,NA,NA,NA,NA,4.86,6.02,1.31
2008-11-17,22.9,4.49,NA,NA,NA,NA,NA,8.01,6.03,1.33
2008-11-18,23.25,8.98,NA,NA,NA,NA,NA,8.01,5.99,1.32
2008-11-19,23.15,4.5,NA,NA,NA,NA,NA,8.05,6,1.3
2008-11-20,22.98,4.5,NA,NA,NA,NA,NA,8.03,6,1.3
2008-11-21,23.1,9.02,NA,NA,NA,NA,NA,8.05,5.99,1.3
2008-11-22,16.17,4.5,NA,NA,NA,NA,NA,4.65,6.01,1.3
2008-11-23,16.17,4.42,NA,NA,NA,NA,NA,4.6,6.17,1.3
2008-11-24,25.06,4.48,NA,NA,NA,NA,NA,8.11,6.04,1.31
2008-11-25,24.93,8.98,NA,NA,NA,NA,NA,7.68,5.95,1.33
2008-11-26,25.03,7.65,NA,NA,NA,NA,NA,8.1,6.01,1.34
2008-11-27,25.17,6.2,NA,NA,NA,NA,NA,8.04,5.97,1.3
2008-11-28,24.98,6.89,NA,NA,NA,NA,NA,8,6,1.31
2008-11-29,15.97,6.4,NA,NA,NA,NA,NA,5.01,5.98,1.33
2008-11-30,16.11,4.41,NA,NA,NA,NA,NA,5.01,6.02,1.33
2008-12-01,22.24,6.41,NA,NA,NA,NA,NA,6.81,6.43,1.33
2008-12-02,21.99,8.88,NA,NA,NA,NA,NA,6.75,5.97,1.32
2008-12-03,22.15,4.48,NA,NA,NA,NA,NA,6.71,5.97,1.32
2008-12-04,22.16,4.45,NA,NA,NA,NA,NA,6.76,5.96,1.31
2008-12-05,22.27,8.84,NA,NA,NA,NA,NA,6.95,5.95,1.31
2008-12-06,14.95,4.46,NA,NA,NA,NA,NA,4.05,5.94,1.32
2008-12-07,14.88,4.38,NA,NA,NA,NA,NA,4.01,6.02,1.3
2008-12-08,22.25,4.45,NA,NA,NA,NA,NA,6.24,5.97,1.3
2008-12-09,21.95,8.88,NA,NA,NA,NA,NA,6.95,5.99,1.32
2008-12-10,20.18,4.46,NA,NA,NA,NA,NA,6.91,6,1.33
2008-12-11,20.05,4.51,NA,NA,NA,NA,NA,6.79,5.97,1.32
2008-12-12,19.9,9.09,NA,NA,NA,NA,NA,6.78,5.99,1.32
2008-12-13,20.01,4.46,NA,NA,NA,NA,NA,4.05,5.95,1.31
2008-12-14,20.23,4.37,NA,NA,NA,NA,NA,4.04,5.97,1.3
2008-12-15,19.66,6.49,NA,NA,NA,NA,NA,6.86,5.97,1.32
2008-12-16,20.13,6.42,NA,NA,NA,NA,NA,6.79,5.98,1.27
2008-12-17,20.05,6.76,NA,NA,NA,NA,NA,6.78,6.01,1.17
2008-12-18,20.06,7.51,NA,NA,NA,NA,NA,6.82,5.95,1.19
2008-12-19,19.9,6.15,NA,NA,NA,NA,NA,6.82,5.96,1.24
2008-12-20,20.24,4.48,NA,NA,NA,NA,NA,3.9,5.97,1.22
2008-12-21,20.09,4.38,NA,NA,NA,NA,NA,4.1,5.96,1.19
2008-12-22,20.1,6.45,NA,NA,NA,NA,NA,6.64,5.95,1.22
2008-12-23,20,6.94,NA,NA,NA,NA,NA,6.9,5.97,1.24
2008-12-24,19.99,4.44,NA,NA,NA,NA,NA,6.83,6.01,1.26
2008-12-25,20.25,4.48,NA,NA,NA,NA,NA,6.87,6.04,1.22
2008-12-26,20.4,8.95,NA,NA,NA,NA,NA,6.61,5.97,1.21
2008-12-27,19.54,4.48,NA,NA,NA,NA,NA,3.95,5.98,1.21
2008-12-28,19.99,4.36,NA,NA,NA,NA,NA,3.98,6.01,1.21
2008-12-29,20.18,4.45,NA,NA,NA,NA,NA,6.81,6,1.22
2008-12-30,20.09,8.85,NA,NA,NA,NA,NA,6.49,5.96,1.23
2009-01-01,19,4.49,NA,NA,NA,NA,NA,6.31,5.97,1.22
2009-01-02,19.22,8.67,NA,NA,NA,NA,NA,6.59,6.06,1.21
2009-01-03,19.23,4.48,NA,NA,NA,NA,NA,4.05,5.97,1.21
2009-01-04,19.23,4.36,NA,NA,NA,NA,NA,3.72,5.99,1.18
2009-01-05,19.28,4.46,NA,NA,NA,NA,NA,6.72,6.04,1.23
2009-01-06,19.54,8.51,NA,NA,NA,NA,NA,6.65,5.96,0.81
2009-01-07,19.54,4.44,NA,NA,NA,NA,NA,6.82,5.98,1.22
2009-01-08,19.05,4.44,NA,NA,NA,NA,NA,6.66,5.96,1.21
2009-01-09,19.28,8.57,NA,NA,NA,NA,NA,6.22,6.02,1.21
2009-01-10,19.44,4.54,NA,NA,NA,NA,NA,4.05,6,1.21
2009-01-11,17.65,4.37,NA,NA,NA,NA,NA,4.01,6.01,1.21
2009-01-12,19.36,4.47,NA,NA,NA,NA,NA,6.88,5.95,1.22
2009-01-13,19.27,8.71,NA,NA,NA,NA,NA,6.81,5.99,1.11
2009-01-14,19.25,4.43,NA,NA,NA,NA,NA,6.75,6.02,1.11
2009-01-15,25.03,4.44,NA,NA,NA,NA,NA,6.87,5.96,1.11
2009-01-16,19.49,8.57,NA,NA,NA,NA,NA,6.83,5.94,1.14
2009-01-17,18.82,4.47,NA,NA,NA,NA,NA,6.65,6.01,1.13
2009-01-18,19.33,4.35,NA,NA,NA,NA,NA,4.1,5.99,1.13
2009-01-19,19.55,4.46,NA,NA,NA,NA,NA,7.12,6.07,1.13
2009-01-20,19.28,8.59,NA,NA,NA,NA,NA,6.91,5.97,1.13
2009-01-21,19.13,4.45,NA,NA,NA,NA,NA,9.49,6.01,1.13
2009-01-22,22.08,4.46,NA,NA,NA,NA,NA,7.18,6.06,1.13
2009-01-23,36.53,8.62,NA,NA,NA,NA,NA,7.56,5.98,1.13
2009-01-24,33.52,4.47,NA,NA,NA,NA,NA,7.56,5.96,1.11
2009-01-25,24.62,4.36,NA,NA,NA,NA,NA,7.55,5.96,1.11
2009-01-26,19.27,4.45,NA,NA,NA,NA,NA,7.57,5.98,1.13
2009-01-27,19.42,4.27,NA,NA,NA,NA,NA,6.07,6.02,1.09
2009-01-28,18.81,8.54,NA,NA,NA,NA,NA,6.11,5.97,1.09
2009-01-29,19.18,4.47,NA,NA,NA,NA,NA,5.98,5.98,1.09
2009-01-30,19.21,8.58,NA,NA,NA,NA,NA,6.06,5.96,1.09
2009-01-31,19.29,4.46,NA,NA,NA,NA,NA,6.2,5.97,1.09
2009-02-01,18.2,4.36,NA,NA,NA,NA,NA,7.05,5.97,1.09
2009-02-02,18.15,4.44,NA,NA,NA,NA,NA,7.08,5.99,1.09
2009-02-03,17.86,7.81,NA,NA,NA,NA,NA,7,5.96,1.09
2009-02-04,18.26,4.52,NA,NA,NA,NA,NA,7,5.99,1.09
2009-02-05,18.12,4.48,NA,NA,NA,NA,NA,6.98,6.08,1.09
2009-02-06,18.19,8.87,NA,NA,NA,NA,NA,6.65,6.07,1.09
2009-02-07,16.72,4.45,NA,NA,NA,NA,NA,6.74,6.07,1.09
2009-02-08,18.43,4.35,NA,NA,NA,NA,NA,6.89,6.07,1.09
2009-02-09,18.27,4.46,NA,NA,NA,NA,NA,7.03,6.06,1.17
2009-02-10,18.04,8.64,NA,NA,NA,NA,NA,6.95,6.07,1.19
2009-02-11,18.28,4.98,NA,NA,NA,NA,NA,6.85,6.04,1.2
2009-02-12,18.09,4.63,NA,NA,NA,NA,NA,7.03,6.14,1.18
2009-02-13,18.06,8.5,NA,NA,NA,NA,NA,7.04,6.08,1.15
2009-02-14,18.06,4.45,NA,NA,NA,NA,NA,6.84,6.05,1.2
2009-02-15,18.23,4.36,NA,NA,NA,NA,NA,7.03,6.08,1.23
2009-02-16,18.44,4.46,NA,NA,NA,NA,NA,7.03,6.13,1.14
2009-02-17,18.2,8.61,NA,NA,NA,NA,NA,6.95,6.08,1.17
2009-02-18,18.25,4.45,NA,NA,NA,NA,NA,7.02,6.1,1.16
2009-02-19,18.2,4.43,NA,NA,NA,NA,NA,7.01,6.07,1.19
2009-02-20,17.87,8.56,NA,NA,NA,NA,NA,6.99,6.11,1.18
2009-02-21,18.36,4.45,NA,NA,NA,NA,NA,7.05,6.07,1.17
2009-02-22,18.26,4.36,NA,NA,NA,NA,NA,7.02,6.08,1.16
2009-02-23,18.18,4.44,NA,NA,NA,NA,NA,7.02,6.1,1.2
2009-02-24,17.75,8.62,NA,NA,NA,NA,NA,7.04,6.09,1.26
2009-02-25,17.88,4.42,NA,NA,NA,NA,NA,6.95,6.06,1.23
2009-02-26,18.11,4.46,NA,NA,NA,NA,NA,7.01,6.09,1.2
2009-02-27,18.15,8.54,NA,NA,NA,NA,NA,6.95,6.05,1.22
2009-02-28,17.83,4.41,NA,NA,NA,NA,NA,6.89,6.07,1.21
2009-03-01,16.61,4.33,NA,NA,NA,NA,NA,6.31,8.37,1.18
2009-03-02,16.48,4.43,NA,NA,NA,NA,NA,6.32,8.36,1.42
2009-03-03,16.47,8.77,NA,NA,NA,NA,NA,5.82,8.37,2.05
2009-03-04,16.4,4.31,NA,NA,NA,NA,NA,6.28,8.37,1.99
2009-03-05,16.53,4.33,NA,NA,NA,NA,NA,6.26,8.43,2.02
2009-03-06,16.24,8.83,NA,NA,NA,NA,NA,6.29,8.38,1.99
2009-03-07,16.4,4.33,NA,NA,NA,NA,NA,6.18,8.35,2.01
2009-03-08,16.46,4.33,NA,NA,NA,NA,NA,6.33,8.4,2.02
2009-03-09,16.18,4.32,NA,NA,NA,NA,NA,6.3,8.36,2
2009-03-10,16.57,8.69,NA,NA,NA,NA,NA,6.36,8.42,2.01
2009-03-11,16.51,4.26,NA,NA,NA,NA,NA,6.05,8.51,2.01
2009-03-12,16.53,4.14,NA,NA,NA,NA,NA,6.53,8.71,2.03
2009-03-13,16.31,8.55,NA,NA,NA,NA,NA,6.37,8.37,1.96
2009-03-14,16.42,4.14,NA,NA,NA,NA,NA,6.36,8.36,1.91
2009-03-15,15.91,4.13,NA,NA,NA,NA,NA,6.39,8.37,1.93
2009-03-16,16.34,4.14,NA,NA,NA,NA,NA,6.18,8.34,1.93
2009-03-17,16.44,8.59,NA,NA,NA,NA,NA,6.31,8.37,1.91
2009-03-18,16.53,4.14,NA,NA,NA,NA,NA,6.34,8.37,1.81
2009-03-19,16.57,4.14,NA,NA,NA,NA,NA,6.31,8.38,1.63
2009-03-20,16.49,8.61,NA,NA,NA,NA,NA,6.29,8.36,1.62
2009-03-21,16.37,4.13,NA,NA,NA,NA,NA,6.21,8.35,1.63
2009-03-22,16.49,4.13,NA,NA,NA,NA,NA,6.37,8.35,1.63
2009-03-23,16.56,4.11,NA,NA,NA,NA,NA,6.32,8.4,1.6
2009-03-24,16.31,8.53,NA,NA,NA,NA,NA,6.33,8.34,1.71
2009-03-25,16.31,4.11,NA,NA,NA,NA,NA,6.29,8.39,1.65
2009-03-26,16.46,4.08,NA,NA,NA,NA,NA,6.36,8.41,1.65
2009-03-27,16.56,8.59,NA,NA,NA,NA,NA,6.04,8.37,1.65
2009-03-28,16.35,4.13,NA,NA,NA,NA,NA,6.3,8.35,1.68
2009-03-29,16.52,4.13,NA,NA,NA,NA,NA,6.28,8.34,1.64
2009-03-30,16.46,4.13,NA,NA,NA,NA,NA,6.27,8.37,1.64
2009-03-31,16.48,8.62,NA,NA,NA,NA,NA,6.37,8.45,1.68
2009-04-01,15.55,4.13,NA,NA,NA,NA,NA,5.25,12.3,1.68
2009-04-02,15.65,4.13,NA,NA,NA,NA,NA,5.35,12.38,1.71
2009-04-03,15.76,8.69,NA,NA,NA,NA,NA,5.36,12.35,1.67
2009-04-04,14.67,3.63,NA,NA,NA,NA,NA,5.16,12.3,1.57
2009-04-05,15.68,3.63,NA,NA,NA,NA,NA,5.46,12.27,1.6
2009-04-06,15.56,3.6,NA,NA,NA,NA,NA,5.38,12.27,1.85
2009-04-07,15.68,8.09,NA,NA,NA,NA,NA,5.39,12.28,2.03
2009-04-08,15.7,3.65,NA,NA,NA,NA,NA,5.05,12.25,2.02
2009-04-09,15.67,3.6,NA,NA,NA,NA,NA,5.34,12.29,1.95
2009-04-10,15.63,8.55,NA,NA,NA,NA,NA,5.43,12.28,1.87
2009-04-11,14.07,3.6,NA,NA,NA,NA,NA,5.24,12.29,1.9
2009-04-12,15.75,3.6,NA,NA,NA,NA,NA,5.37,12.28,1.93
2009-04-13,15.87,3.6,NA,NA,NA,NA,NA,5.33,12.27,1.93
2009-04-14,15.62,8.42,NA,NA,NA,NA,NA,5.38,12.26,1.93
2009-04-15,15.68,3.6,NA,NA,NA,NA,NA,5.28,12.27,1.92
2009-04-16,15.72,3.6,NA,NA,NA,NA,NA,5.26,12.27,1.57
2009-04-17,15.62,8.52,NA,NA,NA,NA,NA,5.35,12.25,1.63
2009-04-18,15.47,3.6,NA,NA,NA,NA,NA,5.07,12.27,1.61
2009-04-19,15.66,3.6,NA,NA,NA,NA,NA,5.29,12.27,1.64
2009-04-20,15.15,3.64,NA,NA,NA,NA,NA,5.38,12.29,1.63
2009-04-21,13.62,7.59,NA,NA,NA,NA,NA,5.25,12.4,1.61
2009-04-22,10.44,3.69,NA,NA,NA,NA,NA,4.31,14.56,1.62
2009-04-23,10.36,3.29,NA,NA,NA,NA,NA,4.31,14.6,1.6
2009-04-24,10.41,8.06,NA,NA,NA,NA,NA,4.35,14.58,1.62
2009-04-25,10.51,3.11,NA,NA,NA,NA,NA,4.26,14.54,1.65
2009-04-26,10.45,3.11,NA,NA,NA,NA,NA,4.28,14.58,1.67
2009-04-27,10.44,3.11,NA,NA,NA,NA,NA,4.32,14.61,1.6
2009-04-28,10.43,7.96,NA,NA,NA,NA,NA,4.31,14.58,1.55
2009-04-29,10.5,3.11,NA,NA,NA,NA,NA,4.29,14.59,1.33
2009-04-30,10.49,3.11,NA,NA,NA,NA,NA,4.29,14.6,1.35
2009-05-01,15.19,3.11,NA,NA,NA,NA,NA,5.19,17.79,1.37
2009-05-02,15.32,3.11,NA,NA,NA,NA,NA,5.25,17.74,1.18
2009-05-03,15.2,3.11,NA,NA,NA,NA,NA,5.12,17.81,1.15
2009-05-04,15.18,8.07,NA,NA,NA,NA,NA,5.22,17.8,1.41
2009-05-05,15.38,3.11,NA,NA,NA,NA,NA,5.19,17.78,1.66
2009-05-06,15.28,3.11,NA,NA,NA,NA,NA,5.21,17.81,2.07
2009-05-07,15.25,3.11,NA,NA,NA,NA,NA,5.16,17.93,2.36
2009-05-08,15.24,8.07,NA,NA,NA,NA,NA,5.2,17.77,2.01
2009-05-09,18.98,3.11,NA,NA,NA,NA,NA,5.17,20.05,2.23
2009-05-10,18.89,3.11,NA,NA,NA,NA,NA,5.24,20.08,2.21
2009-05-11,18.99,3.11,NA,NA,NA,NA,NA,5.15,20.18,2.23
2009-05-12,18.95,8.05,NA,NA,NA,NA,NA,5.28,20.08,1.56
2009-05-13,19.28,3.11,NA,NA,NA,NA,NA,5.23,20.11,1.58
2009-05-14,16.15,5.06,NA,NA,NA,NA,NA,4.68,17.8,1.56
2009-05-15,16.23,5.61,NA,NA,NA,NA,NA,4.77,17.77,1.52
2009-05-16,16.19,3.11,NA,NA,NA,NA,NA,4.72,17.78,1.53
2009-05-17,15.9,3.11,NA,NA,NA,NA,NA,4.74,17.81,1.53
2009-05-18,16.26,3.11,NA,NA,NA,NA,NA,4.76,17.82,1.57
2009-05-19,16.18,8.08,NA,NA,NA,NA,NA,4.17,17.81,1.58
2009-05-20,10.95,3.11,NA,NA,NA,NA,NA,4.25,17.73,1.64
2009-05-21,11.07,3.11,NA,NA,NA,NA,NA,4.25,17.74,1.66
2009-05-22,10.89,7.93,NA,NA,NA,NA,NA,3.99,50.1,1.05
2009-05-23,10.35,3.11,NA,NA,NA,NA,NA,3.18,49.97,0.74
2009-05-24,10.47,3.11,NA,NA,NA,NA,NA,3.2,49.97,1.42
2009-05-25,10.42,3.11,NA,NA,NA,NA,NA,3.26,50.01,1.15
2009-05-26,10.45,3.16,NA,NA,NA,NA,NA,3.28,24.99,1.15
2009-05-27,10.5,3.11,NA,NA,NA,NA,NA,4.38,24.99,1.15
2009-05-28,10.5,3.11,NA,NA,NA,NA,NA,4.22,24.99,1.26
2009-05-29,10.61,8.22,NA,NA,NA,NA,NA,4.21,24.95,1.25
2009-05-30,10.44,3.11,NA,NA,NA,NA,NA,4.34,24.98,1.26
2009-05-31,10.36,3.11,NA,NA,NA,NA,NA,4.15,24.95,1.28
2009-06-01,19.89,3.11,NA,NA,NA,NA,NA,6.1,30.05,1.34
2009-06-02,19.97,8.77,NA,NA,NA,NA,NA,6.14,30,2.07
2009-06-03,19.91,3.12,NA,NA,NA,NA,NA,6.04,30.03,2.45
2009-06-04,19.96,8.81,NA,NA,NA,NA,NA,6.02,29.97,2.54
2009-06-05,19.93,3.11,NA,NA,NA,NA,NA,6,29.99,2.48
2009-06-06,19.88,3.11,NA,NA,NA,NA,NA,6.12,30,2.58
2009-06-07,19.98,3.11,NA,NA,NA,NA,NA,6.01,29.99,2.57
2009-06-08,19.79,3.11,NA,NA,NA,NA,NA,5.94,29.94,2.56
2009-06-09,19.87,8.77,NA,NA,NA,NA,NA,6.1,30,2.7
