Date,D_ANDO,D_IMHA,D_SUDK,D_YENJ,D_GNWE,D_GMBH,D_YEOC,D_HAPC,D_NAMG,D_MIRY
2016-12-14,16.5,11.57,0.47,1.1,1.13,1.1,0.4,15.61,12.61,1.75
2016-12-15,16.51,11.66,0.47,1.1,1.13,1.04,0.39,15.59,12.69,1.74
2016-12-16,16.48,11.55,0.46,1.1,1.12,1.1,0.39,15.6,12.71,1.74
2016-12-17,16.51,11.54,0.47,1.1,1.12,1.1,0.39,15.7,12.69,1.74
2016-12-18,16.51,11.54,0.47,1.1,1.12,1.1,0.39,15.6,12.59,1.74
2016-12-19,16.49,11.53,0.47,1.1,1.12,1.1,0.38,15.62,12.69,1.74
2016-12-20,16.49,11.63,0.47,1.49,1.12,1.1,0.38,15.6,25.18,1.74
2016-12-21,16.49,13.79,0.47,1.15,1.11,1.1,0.39,15.6,59.64,1.74
2016-12-22,16.51,11.21,0.47,1.24,1.11,1.1,0.39,15.95,72.53,1.74
2016-12-23,15.43,11.53,0.53,1.23,1.12,1.21,0.42,13.52,72.4,1.74
2016-12-24,12.41,11.55,0.68,1.13,1.12,1.48,0.41,7.03,71.45,1.74
2016-12-25,12.09,11.57,0.69,1.1,1.12,1.49,0.42,7,72.08,1.74
2016-12-26,12.1,11.51,0.69,1.1,1.11,1.49,0.41,7.01,63.7,1.74
2016-12-27,12.15,11.54,0.69,1.1,1.12,1.49,0.41,7.04,37.86,1.74
2016-12-28,12.1,11.48,0.68,1.1,1.11,1.49,0.41,7,37.14,1.74
2016-12-29,12.1,11.54,0.68,3.87,1.11,1.49,0.4,7.01,37.34,1.74
2016-12-30,12.1,11.53,0.68,2.06,1.11,1.49,0.41,7.02,37.63,1.74
2017-01-01,11.33,13.14,0.68,4.79,1.11,1.49,0.4,6.98,22.71,1.74
2017-01-02,11.31,13.15,0.68,4.81,0.77,1.51,0.39,7.01,22.73,1.66
2017-01-03,11.33,13.15,0.69,7.43,0.5,1.52,0.39,7,22.45,1.51
2017-01-04,11.33,13.16,0.68,15.51,0.5,1.52,0.4,7.01,22.72,1.51
2017-01-05,11.32,13.12,0.68,13.7,0.5,1.49,0.4,7.02,22.82,1.51
2017-01-06,11.33,13.12,0.68,8.6,0.5,1.52,0.39,7.01,22.79,1.51
2017-01-07,11.31,13.13,0.68,8.58,0.5,1.52,0.4,7.02,22.73,1.51
2017-01-08,11.34,13.13,0.68,8.54,0.5,1.53,0.4,7.01,22.67,1.51
2017-01-09,11.32,13.13,0.67,8.51,0.5,1.53,0.4,7,22.7,1.51
2017-01-10,11.31,13.09,0.69,12.04,0.49,1.53,0.4,7,22.75,1.51
2017-01-11,11.3,13.14,0.68,15.02,0.5,1.53,0.4,7,22.66,1.51
2017-01-12,11.34,13.12,0.68,17.48,0.5,1.53,0.4,7.01,22.78,1.51
2017-01-13,11.3,13.11,0.68,23.87,0.5,1.53,0.39,7.01,22.77,1.51
2017-01-14,11.31,13.11,0.68,21.1,0.5,1.54,0.39,7.01,22.78,1.51
2017-01-15,11.29,13.1,0.67,21.88,0.5,1.54,0.39,7,22.74,1.51
2017-01-16,11.32,13.14,0.67,19.2,0.5,1.54,0.38,6.99,22.75,1.51
2017-01-17,11.31,13.12,0.68,18.79,0.5,1.54,0.38,7,22.87,1.51
2017-01-18,11.31,13.11,0.67,16.64,0.5,1.54,0.38,6.99,22.9,1.51
2017-01-19,11.3,13.11,0.67,10.9,0.5,1.55,0.39,7.01,22.86,1.52
2017-01-20,11.32,13.11,0.67,10.76,0.5,1.55,0.39,7.02,22.83,1.51
2017-01-21,11.3,13.1,0.67,10.61,0.5,1.55,0.39,7.01,22.77,1.51
2017-01-22,11.31,13.11,0.67,10.42,0.5,1.55,0.39,6.99,22.69,1.51
2017-01-23,11.3,13.09,0.67,7.91,0.5,1.55,0.39,7.01,22.83,1.51
2017-01-24,11.32,13.09,0.67,2.2,0.5,1.56,0.38,7.01,22.9,1.51
2017-01-25,11.3,13.1,0.66,1.74,0.5,1.56,0.39,7.68,22.85,1.51
2017-01-26,11.32,13.12,0.67,1.28,0.5,1.56,0.39,7,23.2,1.51
2017-01-27,11.3,13.14,0.67,1.13,0.5,1.56,0.39,7,22.98,1.51
2017-01-28,11.02,13.62,0.67,1.13,0.5,1.56,0.39,7.02,23.19,1.51
2017-01-29,11.34,13.12,0.67,1.13,0.5,1.57,0.39,7.01,22.54,1.51
2017-01-30,11.31,13.08,0.67,1.13,0.5,1.57,0.38,7,22.8,1.51
2017-01-31,11.31,13.12,0.66,1.13,0.5,1.57,0.29,7.02,22.7,1.51
2017-02-01,11.31,12.5,0.66,1.13,0.67,1.57,0.15,11.1,18.68,1.75
2017-02-02,11.32,12.5,0.66,1.13,1.13,1.57,0.04,11.13,18.78,1.96
2017-02-03,11.29,12.5,0.66,1.13,1.12,1.58,0.08,11.12,18.77,1.96
2017-02-04,11.29,12.49,0.66,1.13,1.12,1.58,0.04,11.09,18.64,1.96
2017-02-05,11.3,12.5,0.66,1.13,1.12,1.58,0.03,11.11,18.59,1.96
2017-02-06,11.29,12.51,0.66,1.13,0.8,1.58,0.23,11.1,18.67,1.95
2017-02-07,11.31,12.49,0.65,1.13,0.49,1.58,0.44,11.1,18.73,1.95
2017-02-08,11.28,12.48,0.65,1.13,0.5,1.58,0.44,11.1,18.64,1.96
2017-02-09,11.34,12.48,0.65,1.13,0.5,1.5,0.44,11.1,18.72,1.96
2017-02-10,11.68,12.47,0.65,1.13,0.5,1.59,0.44,11.12,18.83,1.96
2017-02-11,11.71,12.47,0.65,1.13,0.5,1.59,0.44,11.1,18.75,1.95
2017-02-12,11.69,12.47,0.65,1.13,0.5,1.58,0.44,11.1,18.68,1.95
2017-02-13,11.7,12.48,0.64,1.13,0.5,1.59,0.44,11.12,18.7,1.94
2017-02-14,11.7,12.47,0.64,1.07,0.5,1.6,0.44,11.41,18.75,1.89
2017-02-15,11.71,12.47,0.65,0.98,0.5,1.6,0.44,11.41,18.75,1.6
2017-02-16,11.7,12.48,0.65,0.97,0.5,1.6,0.44,11.39,18.69,1.61
2017-02-17,11.73,12.46,0.65,0.97,0.5,1.6,0.44,11.42,18.74,1.61
2017-02-18,11.81,12.46,0.65,0.97,0.5,1.6,0.43,11.42,18.72,1.61
2017-02-19,11.73,12.48,0.65,0.97,0.5,1.6,0.43,11.4,18.57,1.61
2017-02-20,11.69,12.46,0.64,1.21,0.5,1.6,0.43,11.42,18.57,1.62
2017-02-21,11.71,12.48,0.64,4.01,0.5,1.6,0.42,11.42,18.67,1.61
2017-02-22,11.72,12.48,0.64,6.53,0.5,1.61,0.42,11.4,18.6,1.61
2017-02-23,11.73,12.45,0.64,7.2,0.5,1.61,0.42,11.42,18.61,1.61
2017-02-24,11.7,12.44,0.63,7.18,0.5,1.61,0.42,11.42,18.66,1.78
2017-02-25,11.73,12.46,0.63,7.14,0.5,1.61,0.42,11.11,18.58,1.95
2017-02-26,11.7,12.45,0.63,7.11,0.5,1.61,0.42,11.12,18.51,1.95
2017-02-27,11.7,12.44,0.63,3.18,0.5,1.61,0.42,11.12,18.58,1.96
2017-02-28,11.71,12.31,0.63,0.97,0.5,1.61,0.42,11.12,18.61,1.96
2017-03-01,15.93,12.49,0.63,0.97,0.5,1.61,0.42,16.21,10.06,1.96
2017-03-02,15.91,12.49,0.63,0.97,0.5,1.61,0.42,16.2,10.07,1.94
2017-03-03,15.94,12.47,0.63,0.97,0.5,1.62,0.42,16.22,10.1,1.97
2017-03-04,15.92,12.44,0.63,0.97,0.5,1.62,0.41,16.22,10.13,1.97
2017-03-05,15.92,12.47,0.63,0.98,0.5,1.62,0.41,16.22,10.04,1.97
2017-03-06,15.91,12.47,0.63,0.98,0.5,1.62,0.41,0.88,22.9,1.97
2017-03-07,15.93,12.44,0.62,0.98,0.5,1.62,0.41,2,22.99,1.97
2017-03-08,15.9,12.48,0.62,0.98,0.49,1.62,0.41,2,22.94,1.96
2017-03-09,15.93,12.46,0.62,0.98,0.5,1.63,0.41,2,22.95,1.96
2017-03-10,15.89,12.44,0.62,0.98,0.5,1.63,0.41,2,22.97,1.96
2017-03-11,15.92,12.41,0.62,0.98,0.5,1.63,0.41,2,22.96,1.96
2017-03-12,15.9,12.4,0.62,0.98,0.5,1.63,0.41,2,22.86,1.96
2017-03-13,15.9,12.4,0.62,0.98,0.49,1.63,0.41,2,22.95,1.96
2017-03-14,15.88,12.39,0.61,0.98,0.49,1.63,0.41,2,22.95,1.96
2017-03-15,15.92,12.42,0.61,0.98,0.49,1.64,0.41,2,23.01,1.96
2017-03-16,15.91,12.39,0.61,0.98,0.49,1.64,0.4,2,22.88,1.96
2017-03-17,15.91,12.42,0.61,0.98,0.49,1.64,0.4,16.28,22.99,1.96
2017-03-18,15.91,12.41,0.61,0.98,0.49,1.64,0.4,15.01,10.11,1.96
2017-03-19,15.91,12.41,0.61,0.98,0.49,1.65,0.38,15.01,10.1,1.96
2017-03-20,15.91,12.39,0.6,0.98,0.49,1.65,0.42,15,10.12,1.76
2017-03-21,16.12,12.4,0.6,0.98,0.49,1.65,0.42,15.19,10.09,1.74
2017-03-22,15.91,12.38,0.6,0.98,0.49,1.65,0.42,15.02,10.15,1.74
2017-03-23,15.93,12.4,0.6,0.98,0.49,1.65,0.42,10.1,15.14,1.74
2017-03-24,15.87,12.39,0.6,0.98,0.49,1.66,0.42,10.11,15.13,1.74
2017-03-25,15.91,12.4,0.6,0.98,0.49,1.66,0.42,10.12,15.07,1.74
2017-03-26,15.9,12.36,0.59,0.98,0.49,1.66,0.42,10.11,15.09,1.74
2017-03-27,15.89,12.38,0.59,0.99,0.49,1.66,0.41,10.11,15.07,1.88
2017-03-28,15.9,12.37,0.59,0.99,0.49,1.66,0.41,10.12,15.14,1.83
2017-03-29,15.9,12.37,0.59,0.99,0.49,1.67,0.41,10.11,15.09,1.67
2017-03-30,15.91,12.36,0.59,0.99,0.49,1.67,0.41,10.1,15.13,1.67
2017-03-31,15.92,12.34,0.59,0.99,0.49,1.67,0.41,10.11,15.07,1.67
2017-04-01,14.6,10.22,0.59,0.99,0.49,1.67,0.41,19.32,11.77,1.67
2017-04-02,14.61,10.24,0.59,0.99,0.49,1.67,0.41,19.31,11.76,1.67
2017-04-03,14.62,10.23,0.59,0.99,0.49,1.74,0.31,19.33,11.74,2.35
2017-04-04,14.62,10.25,0.59,0.99,0.49,1.79,0.22,19.32,11.8,2.7
2017-04-05,14.61,10.24,0.59,0.99,0.49,1.8,0.19,19.29,11.83,2.7
2017-04-06,14.62,10.21,0.59,1,0.49,1.81,0.2,13.16,24.59,2.67
2017-04-07,14.62,10.2,0.59,1,0.49,1.81,0.23,6.99,38.44,2.61
2017-04-08,14.61,10.2,0.59,1.01,0.49,1.81,0.23,7.02,37.72,2.61
2017-04-09,14.61,10.21,0.58,1.01,0.49,1.81,0.24,7.01,37.38,2.61
2017-04-10,14.62,10.21,0.58,2.28,0.49,1.81,0.23,7.02,37.25,2.66
2017-04-11,14.62,10.19,0.58,5.08,0.49,1.82,0.19,6.99,37.74,2.65
2017-04-12,14.63,10.21,0.57,6.88,0.49,1.82,0.37,7,38.14,2.66
2017-04-13,14.6,10.21,0.57,7.98,0.5,1.82,0.48,7,38.29,2.68
2017-04-14,14.62,10.22,0.56,7.95,0.5,1.82,0.51,7.01,38.29,2.68
2017-04-15,14.6,10.2,0.56,7.92,0.5,1.82,0.51,7,38.29,2.69
2017-04-16,14.63,10.23,0.56,7.87,0.5,1.82,0.51,6.98,38.68,2.69
2017-04-17,14.62,10.21,0.55,7.83,0.5,1.82,0.51,7.02,38.51,2.69
2017-04-18,14.63,10.14,0.54,7.82,0.5,1.83,0.51,7,38.43,2.69
2017-04-19,14.62,10.18,0.54,7.82,0.5,1.82,0.51,7,40.56,2.69
2017-04-20,14.61,10.24,0.54,7.78,0.5,1.8,0.51,7,39.58,2.69
2017-04-21,14.62,10.24,0.53,6.2,0.5,1.82,0.51,7.01,39.31,2.68
2017-04-22,14.61,10.32,0.53,3.91,0.5,1.82,0.5,7.02,39.69,2.68
2017-04-23,14.61,10.23,0.52,3.91,0.5,1.82,0.5,7,39.5,2.68
2017-04-24,14.64,10.24,0.52,3.91,0.5,1.82,0.5,7.02,39.59,2.68
2017-04-25,14.6,10.24,0.51,3.91,0.5,1.83,0.5,7.01,39.54,2.68
2017-04-26,14.64,10.24,0.51,3.89,0.5,1.83,0.5,7.01,39.51,2.54
2017-04-27,14.62,10.23,0.5,2.81,0.5,1.82,0.5,7,39.6,2.61
2017-04-28,14.6,10.23,0.49,1.51,0.83,1.8,0.49,7,39.58,2.6
2017-04-29,14.59,10.24,0.49,1.51,1.27,1.81,0.49,6.99,39.83,2.61
2017-04-30,14.6,10.23,0.48,1.51,1.26,1.81,0.49,7.01,39.55,2.69
2017-05-01,27.51,10.32,0.47,1.5,1.26,1.81,0.49,20.2,39.53,2.78
2017-05-02,27.52,10.32,0.46,1.49,1.25,1.82,0.49,20.23,39.67,2.77
2017-05-03,27.5,10.31,0.51,1.5,1.25,1.82,0.5,20.21,39.68,2.78
2017-05-04,27.51,10.26,0.75,1.49,1.24,1.82,0.5,20.2,39.64,2.79
2017-05-05,27.51,10.32,0.87,1.5,1.24,1.83,0.5,20.21,25.82,2.79
2017-05-06,27.52,10.31,0.84,1.5,1.24,1.83,0.5,20.2,9.64,2.79
2017-05-07,27.49,10.29,0.83,1.5,1.23,1.79,0.5,20.18,9.7,2.79
2017-05-08,27.51,10.31,0.79,1.49,1.26,1.78,0.5,20.21,9.61,2.79
2017-05-09,27.52,10.33,0.77,1.49,1.27,1.81,0.49,20.22,9.51,2.79
2017-05-10,27.51,10.32,0.69,1.37,1.27,1.81,0.49,20.22,9.63,2.81
2017-05-11,27.49,10.33,0.63,1.16,1.27,1.81,0.49,20.21,9.71,2.82
2017-05-12,27.51,10.31,0.62,0.99,1.29,1.82,0.5,20.21,9.67,2.82
2017-05-13,27.51,10.32,0.62,0.87,1.3,1.82,0.49,20.22,9.65,2.82
2017-05-14,27.52,10.3,0.62,0.87,1.29,1.82,0.48,20.21,9.57,2.82
2017-05-15,27.5,10.31,0.65,0.62,1.28,1.83,0.47,20.21,9.67,2.82
2017-05-16,27.5,10.33,0.69,0.44,1.27,1.71,0.5,18.91,27.62,2.82
2017-05-17,27.53,11.3,0.69,0.44,1.27,1.77,0.49,18.01,11.93,2.81
2017-05-18,27.5,12.92,0.68,0.44,1.29,1.77,0.49,18.02,11.96,2.8
2017-05-19,27.49,12.91,0.72,0.75,1.29,1.78,0.5,18.01,11.97,2.8
2017-05-20,27.51,12.93,0.73,0.99,1.24,1.78,0.49,18.03,12.06,2.8
2017-05-21,27.52,12.89,0.74,0.98,1.28,1.78,0.49,18,11.88,2.8
